Timestamp,1. Which university do you study at?,2. What is your academic level?,3. What is your faculty? ,4. How familiar are you with Artificial Intelligence (AI) tools used in education? ,5. Which AI-powered tools have you used for academic purposes? ,6. How often do you use AI tools for educational purposes? ,7. For which academic activities do you use AI tools? (Select all that apply),8. Do you think AI tools improve your learning experiences? ,9. How do AI tools impact your academic performances? ,10. Do you believe AI tools help in understanding complex academic concepts? ,11. Do you think AI makes students overly dependent on technology? ,12. How do your teacher or instructors perceive AI-assisted learning? ,13. What challenges have you faced while using AI tools in education?  (Select all that apply) ,14. Do you trust the information provided by AI tools?,15. Do you feel AI-generated content lacks originality and creativity? ,16. Have you ever been discouraged from using AI tools due to ethical concerns? ,17. Do you believe AI should be integrated into the university curriculum? ,18. What improvements would you like to see in AI tools for education? (Select all that apply),"19. What support system (e.g., workshops,funding, infrastructure) are needed for effective AI adoption in your institution?",20. What is your overall opinion on the impact of AI tools in higher education? 
4/8/2025 19:42:32,RU,Graduate (Master’s),Science,Slightly familiar,"Chatgpt, Gemini, Quillbot",Frequently (a few times a week),"Research assistance, Studying and exam preparation, Creating presentations and reports",Agree,Highly positive,Agree,Agree,Encouraging and supportive,"Ethical concern (e.g., plagiarism, dependency)",Most of the time,Neutral,No,"Yes, as an elective course","Better understanding of context and intent, Stronger plagiarism detection",For workshop.,What we learn it quiet easy to memorize well
4/8/2025 19:43:51,RUET,Undergraduate (4th Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot, AI-powered search engines (e.g., perplexity AI)",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Neutral,No,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshop, funding, infrastructure development ",Interest in reading books is decreasing.
4/8/2025 19:45:12,PUST,Undergraduate (4th Year),Engineering and Technology,Extremely familiar,Chatgpt,Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation",Strongly agree,Highly positive,Strongly agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools",Always,Agree,Yes,"Yes, as a core subject",More accuracy in responses,,
4/8/2025 19:52:57,RUET,Undergraduate (4th Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Occasionally (a few times a month),"Research assistance, Studying and exam preparation",Neutral,Somewhat positive,Neutral,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Sometimes,Agree,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Improved ethical guidelines for usage",Workshops ,Students should use it only for getting ideas.
4/8/2025 19:57:06,RUET,Undergraduate (4th Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot, AI-powered search engines (e.g., perplexity AI)",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshop, funding and infrastructure development ",AI tools should be free for all in higher education 
4/8/2025 19:58:20,RU,Undergraduate (4th Year),Engineering and Technology,Slightly familiar,"Chatgpt, Quillbot",Rarely (Once a month or less),Programing and coding help,Agree,Highly positive,Strongly agree,Agree,Encouraging and supportive,Limited access,Most of the time,Disagree,Yes,"Yes, as a core subject",More accuracy in responses,Infrastructure ,Effective 
4/8/2025 19:59:47,RU,Undergraduate (3rd Year),Science,Slightly familiar,Chatgpt,Rarely (Once a month or less),Programing and coding help,Agree,Neutral,Neutral,Agree,Neutral,Lack of knowledge about AI tools,Sometimes,Disagree,Yes,"Yes, as an elective course",More accuracy in responses,Workshops,It's essential 
4/8/2025 20:02:22,RU,Undergraduate (4th Year),Humanities and Social Science,Somewhat familiar,"Chatgpt, Gemini",Occasionally (a few times a month),Studying and exam preparation,Strongly agree,Highly positive,Strongly agree,Strongly agree,Encouraging and supportive,Limited access,Most of the time,Disagree,No,"Yes, as an elective course",Stronger plagiarism detection,Funding ,It's effective 
4/8/2025 20:12:51,RUET,Undergraduate (3rd Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshops ,It should be integrated into university curriculum 
4/8/2025 20:17:51,RUET,Undergraduate (3rd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Not sure,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshops,  funding, infrastructure ",AI makes students overly dependent on technology
4/8/2025 20:22:53,RUET,Undergraduate (3rd Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Occasionally (a few times a month),"Research assistance, Studying and exam preparation",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Sometimes,Neutral,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshops ,It is good for higher education 
4/8/2025 20:36:52,RU,Graduate (Master’s),Business Studies,Slightly familiar,"Chatgpt, Gemini, Quillbot, AI-powered search engines (e.g., perplexity AI)",Occasionally (a few times a month),"Research assistance, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Neutral,Encouraging and supportive,"Inaccurate or misleading information, ",Most of the time,Neutral,No,Not sure,Better understanding of context and intent,Workshops ,It's helpful 
4/8/2025 20:37:54,PUST,Undergraduate (4th Year),Humanities and Social Science,Somewhat familiar,Chatgpt,Daily,Studying and exam preparation,Neutral,Somewhat positive,Agree,Agree,Neutral,Lack of knowledge about AI tools,Sometimes,Agree,Yes,"Yes, as a core subject",Better understanding of context and intent,Proper training ,Positive negative both
4/8/2025 20:50:18,PUST,Undergraduate (4th Year),Humanities and Social Science,Somewhat familiar,Chatgpt,Frequently (a few times a week),Studying and exam preparation,Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,Lack of knowledge about AI tools,Most of the time,Agree,Yes,"Yes, as an elective course",Better understanding of context and intent,Should increase accessibility to online tools,Good 
4/8/2025 21:16:57,RUET,Graduate (Master’s),Science,Very familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Daily,Studying and exam preparation,Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,Limited access,Most of the time,Neutral,No,Not sure,Better understanding of context and intent,Funding ,Good
4/8/2025 21:22:54,RUET,Graduate (Master’s),Science,Very familiar,"Chatgpt, Quillbot",Daily,Studying and exam preparation,Neutral,Somewhat positive,Agree,Neutral,Encouraging and supportive,Lack of knowledge about AI tools,Sometimes,Neutral,No,Not sure,Stronger plagiarism detection,Infrastructure ,Positive 
4/8/2025 21:23:36,PUST,Undergraduate (1st Year),Humanities and Social Science,Somewhat familiar,Chatgpt,Frequently (a few times a week),"Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,Limited access,Most of the time,Agree,Yes,Not sure,Improved ethical guidelines for usage,,
4/8/2025 21:26:29,RUET,Undergraduate (4th Year),Science,Very familiar,"Gemini, Gammerly, Quillbot",Daily,Writing and grammar correction,Neutral,Neutral,Neutral,Agree,Not sure,Lack of knowledge about AI tools,Sometimes,Neutral,No,Not sure,Improved ethical guidelines for usage,Workshop ,Goof
4/8/2025 21:35:20,RU,Graduate (Master’s),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Creating presentations and reports",Agree,Somewhat positive,Agree,Strongly agree,Encouraging and supportive,"Limited access, Inaccurate or misleading information",Most of the time,Neutral,Yes,"Yes, as a core subject","More accuracy in responses, Stronger plagiarism detection, Improved ethical guidelines for usage",By arranging more seminars and funding,
4/8/2025 21:35:43,PUST,Undergraduate (4th Year),Humanities and Social Science,Very familiar,"Chatgpt, Gemini, Quillbot",Daily,"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Agree,Neutral,"Limited access, Inaccurate or misleading information",Most of the time,Agree,Yes,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",,
4/8/2025 21:36:22,PUST,Undergraduate (3rd Year),Life and Earth Science,Extremely familiar,"Chatgpt, Gemini, AI-powered search engines (e.g., perplexity AI), Deepseek",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Strongly agree,Neutral,"Limited access, Ethical concern (e.g., plagiarism, dependency)",Sometimes,Strongly agree,No,"Yes, as an elective course","More accuracy in responses, Stronger plagiarism detection, Improved ethical guidelines for usage",Infrastructure ,It will need more perfection 
4/8/2025 21:41:50,PUST,Undergraduate (4th Year),Humanities and Social Science,Somewhat familiar,Chatgpt,Occasionally (a few times a month),Studying and exam preparation,Agree,Somewhat positive,Agree,Agree,Neutral,Lack of knowledge about AI tools,Sometimes,Neutral,Yes,"Yes, as an elective course",Improved ethical guidelines for usage,Workshop,Good 
4/8/2025 21:44:18,RUET,Undergraduate (3rd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Quillbot, AI-powered search engines (e.g., perplexity AI), Deepseek,grok beta",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Neutral,Neutral,Agree,Not sure,"Limited access, Inaccurate or misleading information",Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Stronger plagiarism detection, Improved ethical guidelines for usage",workshops,It is helpful and makes the things easy
4/8/2025 21:47:50,PUST,Undergraduate (1st Year),Humanities and Social Science,Slightly familiar,Deep seek ,Frequently (a few times a week),Studying and exam preparation,Neutral,Neutral,Agree,Strongly agree,Not sure,Limited access,Sometimes,Strongly disagree,No,"Yes, as an elective course",Better understanding of context and intent,Infrastructure of computer lab with high speed internet and offer many foreign research ,It's depend on users who like or not
4/8/2025 21:59:59,RUET,Undergraduate (2nd Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Strongly agree,Neutral,Neutral,"Limited access, Inaccurate or misleading information",Most of the time,Neutral,No,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",,
4/8/2025 22:01:21,RUET,Undergraduate (3rd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Quillbot",Frequently (a few times a week),Studying and exam preparation,Agree,Highly positive,Agree,Agree,Encouraging and supportive,"Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Infrastructure ,Very helpful 
4/8/2025 22:01:44,RUET,Undergraduate (2nd Year),Engineering and Technology,Very familiar,"Chatgpt, Quillbot",Frequently (a few times a week),"Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,,Most of the time,Neutral,Yes,"Yes, as an elective course",,,it has a good impact
4/8/2025 22:06:07,RUET,Undergraduate (3rd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly disagree,Highly positive,Agree,Agree,Neutral,Limited access,Most of the time,Agree,Yes,"Yes, as an elective course",More accuracy in responses,,
4/8/2025 22:10:50,RUET,Undergraduate (3rd Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini",Frequently (a few times a week),"Research assistance, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Neutral,Neutral,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools",Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent","Infrastructure, funding",AI tools are handy for those who knows how to use it properly and only then it would have a huge positive impact in higher education
4/8/2025 22:14:25,RUET,Undergraduate (3rd Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini",Frequently (a few times a week),"Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Neutral,Neutral,Neutral,Limited access,Sometimes,Neutral,Yes,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",We need skillful teachers who can teach us Ai generated 2D and 3D design and also Infrastructure. ,Ai should be implemented expertisely for higher education 
4/8/2025 22:16:48,RUET,Undergraduate (3rd Year),Engineering and Technology,Not familiar at all,"Chatgpt, Quillbot",Occasionally (a few times a month),Programing and coding help,Agree,Somewhat positive,Neutral,Agree,Neutral,Lack of knowledge about AI tools,Sometimes,Neutral,No,"No, it should not be part of the curriculum",Improved ethical guidelines for usage,,
4/8/2025 22:17:04,RUET,Undergraduate (3rd Year),Engineering and Technology,Slightly familiar,Chatgpt,Occasionally (a few times a month),"Studying and exam preparation, Creating presentations and reports",Agree,Highly positive,Agree,Disagree,Neutral,Limited access,Most of the time,Neutral,No,Not sure,Better understanding of context and intent,Effective workshops and infrastructure may be helpful regarding AI adaptation in my university. ,Although sometimes it reduces our creativity and thinking power but it actually helps in emergency or instant situations. 
4/8/2025 22:17:18,RUET,Undergraduate (2nd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Quillbot",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Strongly agree,Encouraging and supportive,Limited access,Most of the time,Agree,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection",,
4/8/2025 22:17:19,RUET,Undergraduate (2nd Year),Engineering and Technology,Extremely familiar,"Chatgpt, Gammerly, Quillbot, AI-powered search engines (e.g., perplexity AI)",Daily,"Programing and coding help, Studying and exam preparation",Agree,Somewhat positive,Agree,Strongly agree,Neutral,"Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Neutral,Yes,"Yes, as an elective course","Better understanding of context and intent, Improved ethical guidelines for usage",,
4/8/2025 22:18:14,PUST,Undergraduate (3rd Year),Humanities and Social Science,Extremely familiar,"Chatgpt, Gemini, Gammerly, Quillbot, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation",Strongly agree,Highly positive,Strongly agree,Strongly agree,Neutral,"Limited access, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Disagree,No,"Yes, as a core subject","Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","funding, workshops,Infrastructure,seminar,club,national and international fest and others Program where we can Learn Machine learning, python ect",AI tools is most important for Higher education.Premium AI tools also most effective in higher education but it is not accesible to all.
4/8/2025 22:18:28,RUET,Undergraduate (3rd Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Quillbot",Occasionally (a few times a month),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Neutral,Agree,Agree,Encouraging and supportive,Limited access,Most of the time,Neutral,No,"Yes, as a core subject",More accuracy in responses,,
4/8/2025 22:20:17,RUET,Undergraduate (2nd Year),Engineering and Technology,Extremely familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot, AI-powered search engines (e.g., perplexity AI)",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Strongly agree,Neutral,"Limited access, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Neutral,Yes,"No, it should not be part of the curriculum",Better understanding of context and intent,Premium subscriptions free for students,AI is a part of undergrad education in 2025
4/8/2025 23:04:14,RUET,Undergraduate (3rd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini",Frequently (a few times a week),"Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Strongly agree,Neutral,"Limited access, Lack of knowledge about AI tools, Inaccurate or misleading information",Sometimes,Neutral,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshops, infrastructure","It really helpfull and sometimes, it makes the time usable for more important works"
4/8/2025 23:04:47,RUET,Undergraduate (3rd Year),Engineering and Technology,Slightly familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Occasionally (a few times a month),"Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Sometimes,Agree,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Funding, training ",It has made learning easier 
4/8/2025 23:05:30,RU,Undergraduate (4th Year),Business Studies,Very familiar,"Chatgpt, Gemini, Gammerly, AI-powered search engines (e.g., perplexity AI)",Frequently (a few times a week),"Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Sometimes,Agree,No,"Yes, as an elective course",More accuracy in responses,"Funding, infrastructure ",
4/8/2025 23:09:06,RUET,Undergraduate (3rd Year),Engineering and Technology,Somewhat familiar,Chatgpt,Occasionally (a few times a month),Creating presentations and reports,Agree,Somewhat positive,Disagree,Strongly agree,Discouraging and restrictive,"Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,Yes,Not sure,More accuracy in responses,infrastructure ,
4/8/2025 23:11:08,RUET,Undergraduate (3rd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Somewhat positive,Strongly agree,Strongly agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshops, infrastructure development ",Students should be ethical when using AI tools
4/8/2025 23:11:18,PUST,Undergraduate (1st Year),Humanities and Social Science,Very familiar,"Chatgpt, Gammerly, Quillbot, AI-powered search engines (e.g., perplexity AI)",Daily,Studying and exam preparation,Agree,Somewhat positive,Agree,Agree,Encouraging and supportive,Lack of knowledge about AI tools,Most of the time,Neutral,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Improved ethical guidelines for usage",,
4/8/2025 23:15:51,PUST,Undergraduate (1st Year),Humanities and Social Science,Very familiar,"Chatgpt, Gemini, ",Daily,"Writing and grammar correction, Creating presentations and reports, ",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Inaccurate or misleading information",Most of the time,Neutral,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, ","There's are no AI adoption in our institution, so, AI would help in every system if the institution adapt it,","Yes, AI has a impact on every type of education and also in higher education "
4/8/2025 23:15:55,RUET,Undergraduate (3rd Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Quillbot",Frequently (a few times a week),"Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Strongly agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,Not sure,"More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Training, funding ",Improved ethical guidelines for usage 
4/8/2025 23:17:33,RUET,Undergraduate (3rd Year),Engineering and Technology,Very familiar,Chatgpt,Daily,Studying and exam preparation,Agree,Somewhat positive,Disagree,Neutral,Not sure,"Limited access, Inaccurate or misleading information",Sometimes,Neutral,Yes,"No, it should not be part of the curriculum",More accuracy in responses,,Good
4/8/2025 23:18:44,RUET,Undergraduate (3rd Year),Engineering and Technology,Somewhat familiar,Chatgpt,Occasionally (a few times a month),Studying and exam preparation,Agree,Somewhat positive,Agree,Agree,Neutral,Limited access,Most of the time,Neutral,Yes,"Yes, as a core subject",More accuracy in responses,AI should be free of use,It's so helpful 
4/8/2025 23:20:52,RU,Postgraduate (PhD),Humanities and Social Science,Slightly familiar,Gammerly,Occasionally (a few times a month),Writing and grammar correction,Agree,Neutral,Neutral,Agree,Neutral,"Ethical concern (e.g., plagiarism, dependency)",Sometimes,Neutral,Yes,"Yes, as an elective course",More accuracy in responses,,It’s effective 
4/8/2025 23:21:43,RUET,Undergraduate (4th Year),Engineering and Technology,Extremely familiar,Gemini,Daily,Research assistance,Strongly agree,Somewhat positive,Agree,Disagree,Neutral,Inaccurate or misleading information,Most of the time,Strongly agree,Yes,"Yes, as an elective course",More accuracy in responses,Infrastructure ,Playing  very positive and effective role
4/8/2025 23:25:07,RUET,Undergraduate (3rd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot, AI-powered search engines (e.g., perplexity AI)",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage","Workshops, funding and infrastructure development ",AI makes students overly dependent on technology
4/8/2025 23:29:04,RUET,Undergraduate (3rd Year),Engineering and Technology,Somewhat familiar,"Chatgpt, Gemini, Quillbot",Occasionally (a few times a month),"Research assistance, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshop ,AI should be integrated into the university curriculum
4/8/2025 23:32:48,RU,Undergraduate (3rd Year),Business Studies,Very familiar,"Chatgpt, Gemini",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation",Neutral,Highly positive,Agree,Strongly agree,Neutral,"Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Neutral,No,"Yes, as a core subject","Stronger plagiarism detection, Improved ethical guidelines for usage","Effective AI adoption needs workshops, skilled faculty, funding, computing infrastructure, ethical guidelines, research support, collaboration platforms, and administrative backing.","AI tools enhance learning, research, efficiency, and personalized education greatly."
4/8/2025 23:35:07,RUET,Undergraduate (3rd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Turnitin, Quillbot",Daily,"Research assistance, Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency), Inaccurate or misleading information",Most of the time,Agree,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Training ,Premium AI tools should be free for all the students 
4/8/2025 23:40:47,RUET,Undergraduate (2nd Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini",Frequently (a few times a week),"Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Agree,Somewhat positive,Agree,Strongly agree,Discouraging and restrictive,"Limited access, Ethical concern (e.g., plagiarism, dependency)",Sometimes,Neutral,Yes,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent",,
4/8/2025 23:46:08,RU,Graduate (Master’s),Engineering and Technology,Extremely familiar,"Chatgpt, Gemini, Gammerly, AI-powered search engines (e.g., perplexity AI), Invideo,blackbox,adobe firefly etc",Frequently (a few times a week),"Research assistance, Writing and grammar correction, Studying and exam preparation, Creating presentations and reports",Strongly agree,Somewhat positive,Agree,Strongly agree,Encouraging and supportive,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency)",Always,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Improved ethical guidelines for usage",Proper knowledge about ai as well as basic practise with AI,It is really important tool if we use it properly
4/8/2025 23:48:31,RU,Undergraduate (2nd Year),Science,Very familiar,"Chatgpt, Gemini",Frequently (a few times a week),"Research assistance, Studying and exam preparation",Strongly agree,Somewhat positive,Agree,Agree,Neutral,"Limited access, Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Neutral,Yes,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection, Improved ethical guidelines for usage",Workshop,Positive 
4/8/2025 23:53:24,RU,Undergraduate (4th Year),Engineering and Technology,Very familiar,"Chatgpt, Gemini, Gammerly, Quillbot",Frequently (a few times a week),"Writing and grammar correction, Programing and coding help, Studying and exam preparation, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Agree,Encouraging and supportive,"Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Disagree,Yes,"Yes, as a core subject","More accuracy in responses, Better understanding of context and intent",Workshops ,It should be used widely 
4/9/2025 0:37:11,PUST,Undergraduate (4th Year),Business Studies,Extremely familiar,"Chatgpt, Gemini",Daily,"Research assistance, Creating presentations and reports",Strongly agree,Highly positive,Strongly agree,Agree,Encouraging and supportive,Lack of knowledge about AI tools,Most of the time,Agree,Yes,"Yes, as a core subject",More accuracy in responses,,
4/9/2025 0:53:45,RU,Undergraduate (4th Year),Science,Very familiar,Chatgpt,Daily,"Research assistance, Studying and exam preparation",Strongly agree,,Agree,Strongly agree,Neutral,Limited access,Most of the time,Neutral,No,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent",,
4/9/2025 1:07:09,RU,Undergraduate (1st Year),Humanities and Social Science,Very familiar,"Chatgpt, Gammerly",Occasionally (a few times a month),"Writing and grammar correction, Studying and exam preparation",Agree,Somewhat positive,Agree,Neutral,Encouraging and supportive,"Lack of knowledge about AI tools, Ethical concern (e.g., plagiarism, dependency)",Most of the time,Neutral,Yes,"Yes, as an elective course","More accuracy in responses, Better understanding of context and intent, Stronger plagiarism detection",Infrastructure ,Very much effective 
